17205000|['FREDERICO OZANAN - 970; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201330|['PAISSANDU - 649; CENTRO - 17201330; JAU - SP - (6572)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201450|['PRADO,MAJ - 385; CENTRO - 17201450; JAU - SP - (6831)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204210|['ROQUE JOAO TUMOLO - 122; VILA INDUSTRIAL - 17204210; JAU - SP - (7293)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205340|['CARLOS EDUARDO GOMES - 289; JARDIM SANTA TEREZINHA - 17205340; JAU - SP - (1520)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205050|['FRANCISCO SAMPAIO - 700; VILA SAMPAIO BUENO - 17205050; JAU - SP - (2828)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 819; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201070|['PEREIRA DE TOLEDO - 339; CENTRO - 17201070; JAU - SP - (6793)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 361; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 522; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201460|['LOPES,TTE - 443; CENTRO - 17201460; JAU - SP - (5266)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 492; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'METALICO', '3', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
17201010|['AMARAL GURGEL - 1146; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'METALICO', '27', '1', '0', '0']|SEM DISPONIBILIDADE
17201150|['JOSE LUCIO DE CARVALHO - 842; CENTRO - 17201150; JAU - SP - (4812)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 769; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201490|['RANGEL PESTANA - 850; CENTRO - 17201490; JAU - SP - (7099)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 688; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'METALICO', '15', '1', '0', '0']|SEM DISPONIBILIDADE
17207207|['JOSE VALADAO DE FREITAS - 27; VILA IVAN - 17207207; JAU - SP - (5010)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201070|['PEREIRA DE TOLEDO - 299; CENTRO - 17201070; JAU - SP - (6793)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 369; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204090|['AMAURI BARROSO DE SOUZA - 281; VILA INDUSTRIAL - 17204090; JAU - SP - (10987)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 910; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'METALICO', '16', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
17205000|['FREDERICO OZANAN - 333; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17207021|['ATTILIO MADELA - 53; VILA HILST - 17207021; JAU - SP - (914)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201080|['RIO BRANCO,VISC - 569; CENTRO - 17201080; JAU - SP - (7218)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 679; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205000|['FREDERICO OZANAN - 640; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 809; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201490|['RANGEL PESTANA - 567; CENTRO - 17201490; JAU - SP - (7099)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 1194; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 909; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 835; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
17201000|['LOURENCO PRADO - 767; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204564|['FELICIO NORBERTO ROSSI - 12; CHACARA FLORA - 17204564; JAU - SP - (2640)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201480|['SETE DE SETEMBRO - 447; CENTRO - 17201480; JAU - SP - (7730)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 625; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204130|['MIGUEL NASSIF NAME - 293; VILA INDUSTRIAL - 17204130; JAU - SP - (5819)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17207021|['ATTILIO MADELA - 64; VILA HILST - 17207021; JAU - SP - (914)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 1371; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204100|['ANGELO FANTIN - 68; VILA INDUSTRIAL - 17204100; JAU - SP - (388)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 542; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201090|['JOAO LEITE,DR - 981; CENTRO - 17201090; JAU - SP - (4138)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 1325; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 166; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 785; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'METALICO', '5', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
17201080|['RIO BRANCO,VISC - 420; CENTRO - 17201080; JAU - SP - (7218)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201090|['JOAO LEITE,DR - 735; CENTRO - 17201090; JAU - SP - (4138)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 728; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 584; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 1220; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 333; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201080|['RIO BRANCO,VISC - 773; CENTRO - 17201080; JAU - SP - (7218)', 'VIVO1', 'METALICO', '15', '1', '0', '0']|SEM DISPONIBILIDADE
17204090|['AMAURI BARROSO DE SOUZA - 72; VILA INDUSTRIAL - 17204090; JAU - SP - (10987)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 318; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201450|['PRADO,MAJ - 474; CENTRO - 17201450; JAU - SP - (6831)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 1270; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201340|['RIACHUELO - 767; CENTRO - 17201340; JAU - SP - (7161)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201340|['RIACHUELO - 768; CENTRO - 17201340; JAU - SP - (7161)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 1182; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201130|['BENTO MANOEL - 436; CENTRO - 17201130; JAU - SP - (1171)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 503; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 1490; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 298; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201150|['JOSE LUCIO DE CARVALHO - 532; CENTRO - 17201150; JAU - SP - (4812)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205000|['FREDERICO OZANAN - 692; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201480|['SETE DE SETEMBRO - 181; CENTRO - 17201480; JAU - SP - (7730)', 'VIVO1', 'METALICO', '13', '1', '0', '0']|SEM DISPONIBILIDADE
17205000|['FREDERICO OZANAN - 764; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205000|['FREDERICO OZANAN - 1074; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205380|['RAUL AGUIAR,DR - 200; VILA INDUSTRIAL - 17205380; JAU - SP - (7137)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205380|['RAUL AGUIAR,DR - 232; VILA INDUSTRIAL - 17205380; JAU - SP - (7137)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201080|['RIO BRANCO,VISC - 1255; CENTRO - 17201080; JAU - SP - (7218)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201080|['RIO BRANCO,VISC - 477; CENTRO - 17201080; JAU - SP - (7218)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205000|['FREDERICO OZANAN - 616; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 991; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 546; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['CEP não cadastrado na base de endereços do sistema.']|
17204200|['SINVAL RIBEIRO,PFTO - 80; VILA INDUSTRIAL - 17204200; JAU - SP - (7790)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 134; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201450|['PRADO,MAJ - 487; CENTRO - 17201450; JAU - SP - (6831)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201020|['CAMPOS SALLES - 31; CENTRO - 17201020; JAU - SP - (1473)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 1033; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205000|['FREDERICO OZANAN - 1005; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 1478; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204170|['JOSE ALMEIDA P FRAGA,DES - 334; VILA INDUSTRIAL - 17204170; JAU - SP - (4537)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 825; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201480|['SETE DE SETEMBRO - 700; CENTRO - 17201480; JAU - SP - (7730)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204210|['ROQUE JOAO TUMOLO - 264; VILA INDUSTRIAL - 17204210; JAU - SP - (7293)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201490|['RANGEL PESTANA - 139; CENTRO - 17201490; JAU - SP - (7099)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201330|['PAISSANDU - 946; CENTRO - 17201330; JAU - SP - (6572)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201020|['CAMPOS SALLES - 740; CENTRO - 17201020; JAU - SP - (1473)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201170|['JORDANO ZAGO - 151; CENTRO - 17201170; JAU - SP - (4510)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
CEP|ENDEREÇO|VIABILIDADE
17201020|['CAMPOS SALLES - 767; CENTRO - 17201020; JAU - SP - (1473)', 'VIVO1', 'METALICO', '38', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
17205050|['FRANCISCO SAMPAIO - 522; VILA SAMPAIO BUENO - 17205050; JAU - SP - (2828)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 837; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 536; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 257; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205050|['CEP não cadastrado na base de endereços do sistema.']|
17205000|['FREDERICO OZANAN - 989; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201160|['SETE DE ABRIL - 39; CENTRO - 17201160; JAU - SP - (7722)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201470|['QUINTINO BOCAIUVA - 700; CENTRO - 17201470; JAU - SP - (7021)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205360|['JOAQUIM,S - 20; VILA INDUSTRIAL - 17205360; JAU - SP - (4456)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205220|['CAETANO,S - 45; JARDIM SAO CAETANO - 17205220; JAU - SP - (1430)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['O campo Nº Imóvel é de preenchimento obrigatório.']|
17201080|['RIO BRANCO,VISC - 741; CENTRO - 17201080; JAU - SP - (7218)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201330|['PAISSANDU - 1201; CENTRO - 17201330; JAU - SP - (6572)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201080|['RIO BRANCO,VISC - 459; CENTRO - 17201080; JAU - SP - (7218)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201000|['LOURENCO PRADO - 703; CENTRO - 17201000; JAU - SP - (5312)', 'VIVO1', 'METALICO', '15', '1', '0', '0']|SEM DISPONIBILIDADE
17201150|['JOSE LUCIO DE CARVALHO - 903; CENTRO - 17201150; JAU - SP - (4812)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201090|['JOAO LEITE,DR - 894; CENTRO - 17201090; JAU - SP - (4138)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 1090; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205060|['ALBERTO BARBOSA - 309; VILA SAMPAIO BUENO - 17205060; JAU - SP - (140)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205240|['GUILHERME GRIZZO - 276; JARDIM SAO CAETANO - 17205240; JAU - SP - (3085)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201010|['AMARAL GURGEL - 387; CENTRO - 17201010; JAU - SP - (6157)', 'VIVO1', 'METALICO', '23', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
17201460|['LOPES,TTE - 306; CENTRO - 17201460; JAU - SP - (5266)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201170|['JORDANO ZAGO - 55; CENTRO - 17201170; JAU - SP - (4510)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201180|['SEBASTIAO RIBEIRO - 879; CENTRO - 17201180; JAU - SP - (7510)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201300|['NACOES - 381; CENTRO - 17201300; JAU - SP - (5983)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201330|['PAISSANDU - 1432; CENTRO - 17201330; JAU - SP - (6572)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201180|['SEBASTIAO RIBEIRO - 504; CENTRO - 17201180; JAU - SP - (7510)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205370|['CAETANO MAZZA - 443; VILA INDUSTRIAL - 17205370; JAU - SP - (1406)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17207271|['TUNIN CAPELOZZA - 490; CHACARA BRAZ MIRAGLIA - 17207271; JAU - SP - (9970)', 'VIVO1', 'METALICO', '68', '1', '1', '0']|DISPONIBILIDADE DE 21MB A 50MB
17205300|['SEVERINO BACHIEGA - 232; JARDIM SAO CAETANO - 17205300; JAU - SP - (7749)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205370|['CAETANO MAZZA - 488; VILA INDUSTRIAL - 17205370; JAU - SP - (1406)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205370|['CAETANO MAZZA - 355; VILA INDUSTRIAL - 17205370; JAU - SP - (1406)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201180|['SEBASTIAO RIBEIRO - 513; CENTRO - 17201180; JAU - SP - (7510)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205380|['RAUL AGUIAR,DR - 226; VILA INDUSTRIAL - 17205380; JAU - SP - (7137)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205370|['CAETANO MAZZA - 327; VILA INDUSTRIAL - 17205370; JAU - SP - (1406)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202220|['GOMES BOTAO - 565; SANTO ANTONIO - 17202220; JAU - SP - (3018)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203381|['ANNA CLAUDINA - 197; JARDIM ESTADIO - 17203381; JAU - SP - (361)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204350|['INACIO CURI - 2760; JARDIM SANZOVO - 17204350; JAU - SP - (3360)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203381|['ANNA CLAUDINA - 545; JARDIM ESTADIO - 17203381; JAU - SP - (361)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204220|['FRANCISCA PRADO SAMPAIO,DA - 427; JARDIM SANZOVO - 17204220; JAU - SP - (8745)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204230|['Atenção: Endereço fora da área de tarifação básica (FATB). Ação: Efetuar a venda pelos sistemas legados ou direcionar para o setor responsável.']|
17203370|['CAETANO PERLATTI - 725; JARDIM ESTADIO - 17203370; JAU - SP - (1422)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202010|['PRUDENTE DE MORAES - 604; VILA NOVA - 17202010; JAU - SP - (6890)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201430|['BITENCOURT,MAL - 837; CENTRO - 17201430; JAU - SP - (1210)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204160|['IARA - 327; VILA INDUSTRIAL - 17204160; JAU - SP - (3336)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202050|['VINTE E QUATRO DE MAIO - 757; VILA NOVA - 17202050; JAU - SP - (8389)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202480|['LAURO PAIVA,DR - 8; VILA PAULISTA - 17202480; JAU - SP - (5177)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 452; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204220|['FRANCISCA PRADO SAMPAIO,DA - 104; JARDIM SANZOVO - 17204220; JAU - SP - (8745)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17204170|['JOSE ALMEIDA P FRAGA,DES - 377; VILA INDUSTRIAL - 17204170; JAU - SP - (4537)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203370|['CAETANO PERLATTI - 325; JARDIM ESTADIO - 17203370; JAU - SP - (1422)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203480|['ANGELO MARTINS - 441; JARDIM ESTADIO - 17203480; JAU - SP - (426)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202480|['LAURO PAIVA,DR - 118; VILA PAULISTA - 17202480; JAU - SP - (5177)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203370|['CAETANO PERLATTI - 765; JARDIM ESTADIO - 17203370; JAU - SP - (1422)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202050|['VINTE E QUATRO DE MAIO - 750; VILA NOVA - 17202050; JAU - SP - (8389)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203050|['HENRIQUE GROSSI - 220; JARDIM MARIA LUIZA II - 17203050; JAU - SP - (3158)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17201320|['HUMAITA - 556; CENTRO - 17201320; JAU - SP - (3247)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203381|['ANNA CLAUDINA - 509; JARDIM ESTADIO - 17203381; JAU - SP - (361)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202170|['ZEZINHO MAGALHAES - 340; VILA NOVA - 17202170; JAU - SP - (8524)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203540|['FERNANDO DE LUCIO - 115; 1  ZONA INDUSTRIAL - 17203540; JAU - SP - (2666)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17213710|['SEM NOME 31 - 1011; 2  ZONA INDUSTRIAL - 17213710; JAU - SP - (9750)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
17205000|['FREDERICO OZANAN - 37; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17203370|['CAETANO PERLATTI - 650; JARDIM ESTADIO - 17203370; JAU - SP - (1422)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17202010|['PRUDENTE DE MORAES - 378; VILA NOVA - 17202010; JAU - SP - (6890)', 'VIVO1', 'GPON', '1', '1', '1', '1']|DISPONIBILIDADE TOTAL
17205000|['FREDERICO OZANAN - 9; VILA SANTA MARIA - 17205000; JAU - SP - (2852)', 'VIVO1', '', '0', '0', '0', '0']|SEM DISPONIBILIDADE
